,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
541,Philipp Petzschner,Jack Sock,541,1,1,51,36,49,29,46,29,54,27,0.2708333333333333,0.2708333333333333,0.3113207547169811,0.3113207547169811,0.7291666666666666,0.7291666666666666,0.5490196078431373,0.5576923076923077,0.4946236559139785,0.4946236559139785,0.5053763440860215,0.5053763440860215,0.47368421052631576,0.10869565217391304,7,0.10869565217391304,1.0,7.0,29.0,49.0,1.0,27.0,49.0,29,51.0,7,5
542,Grega Zemlja,Roger Federer,542,1,1,60,41,40,21,49,29,51,18,0.4583333333333333,0.4583333333333333,0.3584905660377358,0.3584905660377358,0.5416666666666666,0.5416666666666666,0.39215686274509803,0.40384615384615385,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.3157894736842105,0.22448979591836735,12,0.22448979591836735,1.0,12.0,21.0,40.0,1.0,18.0,42.75,21,57.25,12,11
543,Carlos Berlocq,Santiago Giraldo,543,1,0,58,63,42,30,64,61,36,30,0.4166666666666667,0.4166666666666667,0.5660377358490566,0.5660377358490566,0.5833333333333334,0.5833333333333334,0.5686274509803921,0.5769230769230769,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.5263157894736842,-0.09375,2,-0.09375,0.0,2.0,30.0,42.0,0.0,30.0,38.5,30,61.5,2,-6
544,Adrian Mannarino,Horacio Zeballos,544,1,0,52,44,48,29,57,47,43,30,0.2916666666666667,0.2916666666666667,0.3867924528301887,0.3867924528301887,0.7083333333333334,0.7083333333333334,0.5490196078431373,0.5576923076923077,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.5263157894736842,-0.08771929824561403,-3,-0.08771929824561403,0.0,-3.0,29.0,48.0,0.0,30.0,48.0,29,52.0,-3,-5
545,Sam Querrey,Guido Pella,545,1,0,56,54,44,31,58,60,42,26,0.375,0.375,0.4811320754716981,0.4811320754716981,0.625,0.625,0.5882352941176471,0.5961538461538461,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.45614035087719296,-0.034482758620689655,-6,-0.034482758620689655,0.0,-6.0,31.0,44.0,0.0,26.0,44.0,31,56.0,-6,-2
546,Filippo Volandri,John Isner,546,1,1,73,42,27,11,56,18,44,10,0.7291666666666666,0.7291666666666666,0.36792452830188677,0.36792452830188677,0.2708333333333333,0.2708333333333333,0.19607843137254902,0.21153846153846154,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.17543859649122806,0.30357142857142855,24,0.30357142857142855,1.0,24.0,11.0,27.0,1.0,10.0,27.666666666666668,11,72.33333333333333,24,17
547,Gael Monfils,Adrian Ungur,547,1,0,56,18,44,8,84,33,16,4,0.375,0.375,0.14150943396226415,0.14150943396226415,0.625,0.625,0.13725490196078433,0.15384615384615385,0.9032258064516129,0.9032258064516129,0.0967741935483871,0.0967741935483871,0.07017543859649122,-0.3333333333333333,-15,-0.3333333333333333,0.0,-15.0,8.0,44.0,0.0,4.0,44.0,8,56.0,-15,-28
548,Edouard Roger-Vasselin,Albert Montanes,548,1,0,51,29,49,20,64,38,36,18,0.2708333333333333,0.2708333333333333,0.24528301886792453,0.24528301886792453,0.7291666666666666,0.7291666666666666,0.37254901960784315,0.38461538461538464,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3157894736842105,-0.203125,-9,-0.203125,0.0,-9.0,20.0,49.0,0.0,18.0,49.0,20,51.0,-9,-13
549,Philipp Kohlschreiber,Collin Altamirano,549,1,0,58,27,42,8,58,31,42,16,0.4166666666666667,0.4166666666666667,0.22641509433962265,0.22641509433962265,0.5833333333333334,0.5833333333333334,0.13725490196078433,0.15384615384615385,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.2807017543859649,0.0,-4,0.0,0.0,-4.0,8.0,42.0,0.0,16.0,42.0,8,58.0,-4,0
550,Vasek Pospisil,Rogerio Dutra Silva,550,1,1,58,64,42,39,48,66,52,46,0.4166666666666667,0.4166666666666667,0.5754716981132075,0.5754716981132075,0.5833333333333334,0.5833333333333334,0.7450980392156863,0.75,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.4838709677419355,0.8070175438596491,0.20833333333333334,-2,0.20833333333333334,1.0,-2.0,39.0,42.0,1.0,46.0,42.0,39,58.0,-2,10
551,Alex Bogomolov Jr.,Benoit Paire,551,1,0,51,72,49,40,64,82,36,33,0.2708333333333333,0.2708333333333333,0.6509433962264151,0.6509433962264151,0.7291666666666666,0.7291666666666666,0.7647058823529411,0.7692307692307693,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.5789473684210527,-0.203125,-10,-0.203125,0.0,-10.0,40.0,49.0,0.0,33.0,48.666666666666664,40,51.333333333333336,-10,-13
552,James Duckworth,Tim Smyczek,552,1,1,66,47,34,21,55,47,45,26,0.5833333333333334,0.5833333333333334,0.41509433962264153,0.41509433962264153,0.4166666666666667,0.4166666666666667,0.39215686274509803,0.40384615384615385,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.45614035087719296,0.2,0,0.2,1.0,0.0,21.0,34.0,1.0,26.0,36.5,21,63.5,0,11
553,Marcel Granollers,Jurgen Zopp,553,1,0,51,46,49,27,52,43,48,27,0.2708333333333333,0.2708333333333333,0.4056603773584906,0.4056603773584906,0.7291666666666666,0.7291666666666666,0.5098039215686274,0.5192307692307693,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.47368421052631576,-0.019230769230769232,3,-0.019230769230769232,0.0,3.0,27.0,49.0,0.0,27.0,40.5,27,59.5,3,-1
554,Fabio Fognini,Rajeev Ram,554,1,1,73,40,27,10,54,21,46,13,0.7291666666666666,0.7291666666666666,0.3490566037735849,0.3490566037735849,0.2708333333333333,0.2708333333333333,0.17647058823529413,0.19230769230769232,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.22807017543859648,0.35185185185185186,19,0.35185185185185186,1.0,19.0,10.0,27.0,1.0,13.0,27.0,10,73.0,19,19
555,Alexandr Dolgopolov,David Goffin,555,1,0,67,44,33,14,45,34,55,27,0.6041666666666666,0.6041666666666666,0.3867924528301887,0.3867924528301887,0.3958333333333333,0.3958333333333333,0.2549019607843137,0.2692307692307692,0.4838709677419355,0.4838709677419355,0.5161290322580645,0.5161290322580645,0.47368421052631576,0.4888888888888889,10,0.4888888888888889,0.0,10.0,14.0,33.0,0.0,27.0,33.0,14,67.0,10,22
556,Mikhail Youzhny,Nicolas Mahut,556,1,0,63,50,37,22,64,50,36,20,0.5208333333333334,0.5208333333333334,0.44339622641509435,0.44339622641509435,0.4791666666666667,0.4791666666666667,0.4117647058823529,0.4230769230769231,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3508771929824561,-0.015625,0,-0.015625,0.0,0.0,22.0,37.0,0.0,20.0,36.5,22,63.5,0,-1
557,Evgeny Donskoy,Jurgen Melzer,557,1,0,65,39,35,17,57,48,43,27,0.5625,0.5625,0.33962264150943394,0.33962264150943394,0.4375,0.4375,0.3137254901960784,0.3269230769230769,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.47368421052631576,0.14035087719298245,-9,0.14035087719298245,0.0,-9.0,17.0,35.0,0.0,27.0,35.0,17,65.0,-9,8
558,Peter Gojowczyk,Igor Sijsling,558,1,0,55,49,45,24,51,40,49,29,0.3541666666666667,0.3541666666666667,0.4339622641509434,0.4339622641509434,0.6458333333333334,0.6458333333333334,0.45098039215686275,0.46153846153846156,0.5483870967741935,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.5087719298245614,0.0784313725490196,9,0.0784313725490196,0.0,9.0,24.0,45.0,0.0,29.0,40.5,24,59.5,9,4
559,Brian Baker,Lleyton Hewitt,559,1,1,46,38,54,29,49,32,51,28,0.16666666666666666,0.16666666666666666,0.330188679245283,0.330188679245283,0.8333333333333334,0.8333333333333334,0.5490196078431373,0.5576923076923077,0.5268817204301075,0.5268817204301075,0.4731182795698925,0.4731182795698925,0.49122807017543857,-0.061224489795918366,6,-0.061224489795918366,1.0,6.0,29.0,54.0,1.0,28.0,52.0,29,48.0,6,-3
560,Juan Martin Del Potro,Guillermo Garcia-Lopez,560,1,0,48,57,52,45,62,62,38,31,0.20833333333333334,0.20833333333333334,0.5094339622641509,0.5094339622641509,0.7916666666666666,0.7916666666666666,0.8627450980392157,0.8653846153846154,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.543859649122807,-0.22580645161290322,-5,-0.22580645161290322,0.0,-5.0,45.0,52.0,0.0,31.0,47.0,45,53.0,-5,-14
561,Michael Llodra,Andy Murray,561,1,1,67,36,33,15,63,31,37,12,0.6041666666666666,0.6041666666666666,0.3113207547169811,0.3113207547169811,0.3958333333333333,0.3958333333333333,0.27450980392156865,0.28846153846153844,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.21052631578947367,0.06349206349206349,5,0.06349206349206349,1.0,5.0,15.0,33.0,1.0,12.0,38.333333333333336,15,61.666666666666664,5,4
562,Leonardo Mayer,Victor Hanescu,562,1,0,67,72,33,29,57,60,43,37,0.6041666666666666,0.6041666666666666,0.6509433962264151,0.6509433962264151,0.3958333333333333,0.3958333333333333,0.5490196078431373,0.5576923076923077,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.6491228070175439,0.17543859649122806,12,0.17543859649122806,0.0,12.0,29.0,33.0,0.0,37.0,33.0,29,67.0,12,10
563,Xavier Malisse,Andreas Seppi,563,1,1,59,62,41,24,46,41,54,36,0.4375,0.4375,0.5566037735849056,0.5566037735849056,0.5625,0.5625,0.45098039215686275,0.46153846153846156,0.4946236559139785,0.4946236559139785,0.5053763440860215,0.5053763440860215,0.631578947368421,0.2826086956521739,21,0.2826086956521739,1.0,21.0,24.0,41.0,1.0,36.0,40.4,24,59.6,21,13
564,Somdev Devvarman,Lukas Lacko,564,1,0,50,48,50,29,56,60,44,31,0.25,0.25,0.42452830188679247,0.42452830188679247,0.75,0.75,0.5490196078431373,0.5576923076923077,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.543859649122807,-0.10714285714285714,-12,-0.10714285714285714,0.0,-12.0,29.0,50.0,0.0,31.0,45.666666666666664,29,54.333333333333336,-12,-6
565,Radek Stepanek,Stanislas Wawrinka,565,1,1,51,32,49,27,66,37,34,16,0.2708333333333333,0.2708333333333333,0.27358490566037735,0.27358490566037735,0.7291666666666666,0.7291666666666666,0.5098039215686274,0.5192307692307693,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2807017543859649,-0.22727272727272727,-5,-0.22727272727272727,1.0,-5.0,27.0,49.0,1.0,16.0,41.166666666666664,27,58.833333333333336,-5,-15
566,Ivo Karlovic,James Blake,566,1,0,64,82,36,36,63,90,37,29,0.5416666666666666,0.5416666666666666,0.7452830188679245,0.7452830188679245,0.4583333333333333,0.4583333333333333,0.6862745098039216,0.6923076923076923,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.5087719298245614,0.015873015873015872,-8,0.015873015873015872,0.0,-8.0,36.0,36.0,0.0,29.0,36.0,36,64.0,-8,1
567,Go Soeda,Marcos Baghdatis,567,1,1,60,34,40,20,54,30,46,15,0.4583333333333333,0.4583333333333333,0.29245283018867924,0.29245283018867924,0.5416666666666666,0.5416666666666666,0.37254901960784315,0.38461538461538464,0.5806451612903226,0.5806451612903226,0.41935483870967744,0.41935483870967744,0.2631578947368421,0.1111111111111111,4,0.1111111111111111,1.0,4.0,20.0,40.0,1.0,15.0,48.333333333333336,20,51.666666666666664,4,6
568,Kevin Anderson,Daniel Brands,568,1,0,59,58,41,20,53,50,47,35,0.4375,0.4375,0.5188679245283019,0.5188679245283019,0.5625,0.5625,0.37254901960784315,0.38461538461538464,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.6140350877192983,0.11320754716981132,8,0.11320754716981132,0.0,8.0,20.0,41.0,0.0,35.0,39.0,20,61.0,8,6
569,Stephane Robert,Richard Gasquet,569,1,1,58,50,42,22,53,35,47,19,0.4166666666666667,0.4166666666666667,0.44339622641509435,0.44339622641509435,0.5833333333333334,0.5833333333333334,0.4117647058823529,0.4230769230769231,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.3333333333333333,0.09433962264150944,15,0.09433962264150944,1.0,15.0,22.0,42.0,1.0,19.0,38.833333333333336,22,61.166666666666664,15,5
570,Dmitry Tursunov,Guillaume Rufin,570,1,0,43,14,57,12,58,24,42,13,0.10416666666666667,0.10416666666666667,0.10377358490566038,0.10377358490566038,0.8958333333333334,0.8958333333333334,0.21568627450980393,0.23076923076923078,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.22807017543859648,-0.25862068965517243,-10,-0.25862068965517243,0.0,-10.0,12.0,57.0,0.0,13.0,57.0,12,43.0,-10,-15
571,Bradley Klahn,Feliciano Lopez,571,1,1,52,59,48,38,71,69,29,18,0.2916666666666667,0.2916666666666667,0.5283018867924528,0.5283018867924528,0.7083333333333334,0.7083333333333334,0.7254901960784313,0.7307692307692307,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.3157894736842105,-0.2676056338028169,-10,-0.2676056338028169,1.0,-10.0,38.0,48.0,1.0,18.0,43.666666666666664,38,56.333333333333336,-10,-19
572,Milos Raonic,Pablo Andujar,572,1,0,64,32,36,17,63,44,37,12,0.5416666666666666,0.5416666666666666,0.27358490566037735,0.27358490566037735,0.4583333333333333,0.4583333333333333,0.3137254901960784,0.3269230769230769,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.21052631578947367,0.015873015873015872,-12,0.015873015873015872,0.0,-12.0,17.0,36.0,0.0,12.0,38.0,17,62.0,-12,1
573,Jack Sock,Maximo Gonzalez,573,1,0,68,51,32,17,62,54,38,25,0.625,0.625,0.4528301886792453,0.4528301886792453,0.375,0.375,0.3137254901960784,0.3269230769230769,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.43859649122807015,0.0967741935483871,-3,0.0967741935483871,0.0,-3.0,17.0,32.0,0.0,25.0,32.0,17,68.0,-3,6
574,Janko Tipsarevic,Dudi Sela,574,1,0,62,30,38,10,44,32,56,31,0.5,0.5,0.25471698113207547,0.25471698113207547,0.5,0.5,0.17647058823529413,0.19230769230769232,0.4731182795698925,0.4731182795698925,0.5268817204301075,0.5268817204301075,0.543859649122807,0.4090909090909091,-2,0.4090909090909091,0.0,-2.0,10.0,38.0,0.0,31.0,35.0,10,65.0,-2,18
575,Mikhail Kukushkin,Andreas Haider-Maurer,575,1,0,60,45,40,17,57,42,43,29,0.4583333333333333,0.4583333333333333,0.39622641509433965,0.39622641509433965,0.5416666666666666,0.5416666666666666,0.3137254901960784,0.3269230769230769,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.5087719298245614,0.05263157894736842,3,0.05263157894736842,0.0,3.0,17.0,40.0,0.0,29.0,37.5,17,62.5,3,3
576,David Ferrer,Roberto Bautista Agut,576,1,0,62,42,38,20,59,48,41,29,0.5,0.5,0.36792452830188677,0.36792452830188677,0.5,0.5,0.37254901960784315,0.38461538461538464,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.5087719298245614,0.05084745762711865,-6,0.05084745762711865,0.0,-6.0,20.0,38.0,0.0,29.0,24.5,20,75.5,-6,3
577,Carlos Berlocq,Roger Federer,577,1,1,52,27,48,22,84,36,16,2,0.2916666666666667,0.2916666666666667,0.22641509433962265,0.22641509433962265,0.7083333333333334,0.7083333333333334,0.4117647058823529,0.4230769230769231,0.9032258064516129,0.9032258064516129,0.0967741935483871,0.0967741935483871,0.03508771929824561,-0.38095238095238093,-9,-0.38095238095238093,1.0,-9.0,22.0,48.0,1.0,2.0,42.75,22,57.25,-9,-32
578,Sam Querrey,Adrian Mannarino,578,1,1,55,68,45,41,58,77,42,34,0.3541666666666667,0.3541666666666667,0.6132075471698113,0.6132075471698113,0.6458333333333334,0.6458333333333334,0.7843137254901961,0.7884615384615384,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.5964912280701754,-0.05172413793103448,-9,-0.05172413793103448,1.0,-9.0,41.0,45.0,1.0,34.0,41.0,41,59.0,-9,-3
579,Frank Dancevic,Tommy Robredo,579,1,1,64,39,36,12,65,34,35,10,0.5416666666666666,0.5416666666666666,0.33962264150943394,0.33962264150943394,0.4583333333333333,0.4583333333333333,0.21568627450980393,0.23076923076923078,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.17543859649122806,-0.015384615384615385,5,-0.015384615384615385,1.0,5.0,12.0,36.0,1.0,10.0,42.6,12,57.4,5,-1
580,Daniel Evans,Bernard Tomic,580,1,0,62,47,38,23,56,43,44,27,0.5,0.5,0.41509433962264153,0.41509433962264153,0.5,0.5,0.43137254901960786,0.4423076923076923,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.47368421052631576,0.10714285714285714,4,0.10714285714285714,0.0,4.0,23.0,38.0,0.0,27.0,37.5,23,62.5,4,6
581,Gael Monfils,John Isner,581,1,1,70,71,30,21,83,74,17,11,0.6666666666666666,0.6666666666666666,0.6415094339622641,0.6415094339622641,0.3333333333333333,0.3333333333333333,0.39215686274509803,0.40384615384615385,0.8924731182795699,0.8924731182795699,0.10752688172043011,0.10752688172043011,0.19298245614035087,-0.1566265060240964,-3,-0.1566265060240964,1.0,-3.0,21.0,30.0,1.0,11.0,27.666666666666668,21,72.33333333333333,-3,-13
582,Philipp Kohlschreiber,Edouard Roger-Vasselin,582,1,0,61,48,39,25,58,44,42,26,0.4791666666666667,0.4791666666666667,0.42452830188679247,0.42452830188679247,0.5208333333333334,0.5208333333333334,0.47058823529411764,0.4807692307692308,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.45614035087719296,0.05172413793103448,4,0.05172413793103448,0.0,4.0,25.0,39.0,0.0,26.0,39.0,25,61.0,4,3
583,Nikolay Davydenko,Ivan Dodig,583,1,1,66,45,34,14,51,25,49,18,0.5833333333333334,0.5833333333333334,0.39622641509433965,0.39622641509433965,0.4166666666666667,0.4166666666666667,0.2549019607843137,0.2692307692307692,0.5483870967741935,0.5483870967741935,0.45161290322580644,0.45161290322580644,0.3157894736842105,0.29411764705882354,20,0.29411764705882354,1.0,20.0,14.0,34.0,1.0,18.0,42.0,14,58.0,20,15
584,Rafael Nadal,Rogerio Dutra Silva,584,1,0,58,21,42,12,69,30,31,11,0.4166666666666667,0.4166666666666667,0.16981132075471697,0.16981132075471697,0.5833333333333334,0.5833333333333334,0.21568627450980393,0.23076923076923078,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.19298245614035087,-0.15942028985507245,-9,-0.15942028985507245,0.0,-9.0,12.0,42.0,0.0,11.0,42.0,12,58.0,-9,-11
585,Benjamin Becker,Novak Djokovic,585,1,1,74,48,26,11,59,33,41,19,0.75,0.75,0.42452830188679247,0.42452830188679247,0.25,0.25,0.19607843137254902,0.21153846153846154,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.3333333333333333,0.2542372881355932,15,0.2542372881355932,1.0,15.0,11.0,26.0,1.0,19.0,31.142857142857142,11,68.85714285714286,15,15
586,Joao Sousa,Jarkko Nieminen,586,1,0,64,65,36,25,63,66,37,23,0.5416666666666666,0.5416666666666666,0.5849056603773585,0.5849056603773585,0.4583333333333333,0.4583333333333333,0.47058823529411764,0.4807692307692308,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.40350877192982454,0.015873015873015872,-1,0.015873015873015872,0.0,-1.0,25.0,36.0,0.0,23.0,33.5,25,66.5,-1,1
587,Tim Smyczek,Alex Bogomolov Jr.,587,1,0,69,87,31,30,63,73,37,26,0.6458333333333334,0.6458333333333334,0.7924528301886793,0.7924528301886793,0.3541666666666667,0.3541666666666667,0.5686274509803921,0.5769230769230769,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.45614035087719296,0.09523809523809523,14,0.09523809523809523,0.0,14.0,30.0,31.0,0.0,26.0,31.0,30,69.0,14,6
588,Rajeev Ram,Marcel Granollers,588,1,1,62,63,38,28,66,66,34,22,0.5,0.5,0.5660377358490566,0.5660377358490566,0.5,0.5,0.5294117647058824,0.5384615384615384,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.38596491228070173,-0.06060606060606061,-3,-0.06060606060606061,1.0,-3.0,28.0,38.0,1.0,22.0,34.0,28,66.0,-3,-4
589,Yen-Hsun Lu,Tommy Haas,589,1,1,60,51,40,20,68,44,32,13,0.4583333333333333,0.4583333333333333,0.4528301886792453,0.4528301886792453,0.5416666666666666,0.5416666666666666,0.37254901960784315,0.38461538461538464,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.22807017543859648,-0.11764705882352941,7,-0.11764705882352941,1.0,7.0,20.0,40.0,1.0,13.0,41.5,20,58.5,7,-8
590,Mikhail Youzhny,Alexandr Dolgopolov,590,1,0,53,35,47,19,52,33,48,23,0.3125,0.3125,0.3018867924528302,0.3018867924528302,0.6875,0.6875,0.35294117647058826,0.36538461538461536,0.5591397849462365,0.5591397849462365,0.44086021505376344,0.44086021505376344,0.40350877192982454,0.019230769230769232,2,0.019230769230769232,0.0,2.0,19.0,47.0,0.0,23.0,46.0,19,54.0,2,1
591,Peter Gojowczyk,Evgeny Donskoy,591,1,1,55,63,45,34,55,67,45,30,0.3541666666666667,0.3541666666666667,0.5660377358490566,0.5660377358490566,0.6458333333333334,0.6458333333333334,0.6470588235294118,0.6538461538461539,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.5263157894736842,0.0,-4,0.0,1.0,-4.0,34.0,45.0,1.0,30.0,43.5,34,56.5,-4,0
592,Juan Martin Del Potro,Lleyton Hewitt,592,1,1,50,56,50,38,57,57,43,39,0.25,0.25,0.5,0.5,0.75,0.75,0.7254901960784313,0.7307692307692307,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.6842105263157895,-0.12280701754385964,-1,-0.12280701754385964,1.0,-1.0,38.0,50.0,1.0,39.0,52.0,38,48.0,-1,-7
593,Leonardo Mayer,Andy Murray,593,1,1,57,41,43,35,63,40,37,16,0.3958333333333333,0.3958333333333333,0.3584905660377358,0.3584905660377358,0.6041666666666666,0.6041666666666666,0.6666666666666666,0.6730769230769231,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.2807017543859649,-0.09523809523809523,1,-0.09523809523809523,1.0,1.0,35.0,43.0,1.0,16.0,38.333333333333336,35,61.666666666666664,1,-6
