,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
541,Philipp Petzschner,Jack Sock,541,1,1,51,36,49,29,46,29,54,27,0.7291666666666666,0.5576923076923077,0.5053763440860215,5,7,2,1.108695652173913,2.0408163265306123,65,100,0.5652985074626866,5.0,2.0,57.115671641791046,1,51,1,49.0,1.0,49.0,1.108695652173913,1
542,Grega Zemlja,Roger Federer,542,1,1,60,41,40,21,49,29,51,18,0.5416666666666666,0.40384615384615385,0.4731182795698925,11,12,3,1.2244897959183674,2.5,62,100,0.5652985074626866,11.0,3.0,57.115671641791046,1,60,1,42.75,1.0,40.0,1.2244897959183674,1
543,Carlos Berlocq,Santiago Giraldo,543,1,0,58,63,42,30,64,61,36,30,0.5833333333333334,0.5769230769230769,0.3118279569892473,-6,2,0,0.90625,2.380952380952381,93,100,0.5652985074626866,-6.0,0.0,57.115671641791046,1,58,1,38.5,0.0,42.0,0.90625,1
544,Adrian Mannarino,Horacio Zeballos,544,1,0,52,44,48,29,57,47,43,30,0.7083333333333334,0.5576923076923077,0.3870967741935484,-5,-3,-1,0.9122807017543859,2.0833333333333335,73,100,0.5652985074626866,-5.0,-1.0,57.115671641791046,1,52,1,48.0,0.0,48.0,0.9122807017543859,0
545,Sam Querrey,Guido Pella,545,1,0,56,54,44,31,58,60,42,26,0.625,0.5961538461538461,0.3763440860215054,-2,-6,5,0.9655172413793104,2.272727272727273,85,100,0.5652985074626866,-2.0,5.0,57.115671641791046,1,56,1,44.0,0.0,44.0,0.9655172413793104,0
546,Filippo Volandri,John Isner,546,1,1,73,42,27,11,56,18,44,10,0.2708333333333333,0.21153846153846154,0.3978494623655914,17,24,1,1.3035714285714286,3.7037037037037037,53,100,0.5652985074626866,17.0,1.0,57.115671641791046,1,73,1,27.666666666666668,1.0,27.0,1.3035714285714286,1
547,Gael Monfils,Adrian Ungur,547,1,0,56,18,44,8,84,33,16,4,0.625,0.15384615384615385,0.0967741935483871,-28,-15,4,0.6666666666666666,2.272727272727273,26,100,0.5652985074626866,-28.0,4.0,57.115671641791046,1,56,1,44.0,0.0,44.0,0.6666666666666666,0
548,Edouard Roger-Vasselin,Albert Montanes,548,1,0,51,29,49,20,64,38,36,18,0.7291666666666666,0.38461538461538464,0.3118279569892473,-13,-9,2,0.796875,2.0408163265306123,49,100,0.5652985074626866,-13.0,2.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.796875,0
549,Philipp Kohlschreiber,Collin Altamirano,549,1,0,58,27,42,8,58,31,42,16,0.5833333333333334,0.15384615384615385,0.3763440860215054,0,-4,-8,1.0,2.380952380952381,35,100,0.5652985074626866,0.0,-8.0,57.115671641791046,1,58,1,42.0,0.0,42.0,1.0,0
550,Vasek Pospisil,Rogerio Dutra Silva,550,1,1,58,64,42,39,48,66,52,46,0.5833333333333334,0.75,0.4838709677419355,10,-2,-7,1.2083333333333333,2.380952380952381,103,100,0.5652985074626866,10.0,-7.0,57.115671641791046,1,58,1,42.0,1.0,42.0,1.2083333333333333,0
551,Alex Bogomolov Jr.,Benoit Paire,551,1,0,51,72,49,40,64,82,36,33,0.7291666666666666,0.7692307692307693,0.3118279569892473,-13,-10,7,0.796875,2.0408163265306123,112,100,0.5652985074626866,-13.0,7.0,57.115671641791046,1,51,1,48.666666666666664,0.0,49.0,0.796875,0
552,James Duckworth,Tim Smyczek,552,1,1,66,47,34,21,55,47,45,26,0.4166666666666667,0.40384615384615385,0.40860215053763443,11,0,-5,1.2,2.9411764705882355,68,100,0.5652985074626866,11.0,-5.0,57.115671641791046,1,66,1,36.5,1.0,34.0,1.2,0
553,Marcel Granollers,Jurgen Zopp,553,1,0,51,46,49,27,52,43,48,27,0.7291666666666666,0.5192307692307693,0.44086021505376344,-1,3,0,0.9807692307692307,2.0408163265306123,73,100,0.5652985074626866,-1.0,0.0,57.115671641791046,1,51,1,40.5,0.0,49.0,0.9807692307692307,1
554,Fabio Fognini,Rajeev Ram,554,1,1,73,40,27,10,54,21,46,13,0.2708333333333333,0.19230769230769232,0.41935483870967744,19,19,-3,1.3518518518518519,3.7037037037037037,50,100,0.5652985074626866,19.0,-3.0,57.115671641791046,1,73,1,27.0,1.0,27.0,1.3518518518518519,1
555,Alexandr Dolgopolov,David Goffin,555,1,0,67,44,33,14,45,34,55,27,0.3958333333333333,0.2692307692307692,0.5161290322580645,22,10,-13,1.488888888888889,3.0303030303030303,58,100,0.5652985074626866,22.0,-13.0,57.115671641791046,1,67,1,33.0,0.0,33.0,1.488888888888889,1
556,Mikhail Youzhny,Nicolas Mahut,556,1,0,63,50,37,22,64,50,36,20,0.4791666666666667,0.4230769230769231,0.3118279569892473,-1,0,2,0.984375,2.7027027027027026,72,100,0.5652985074626866,-1.0,2.0,57.115671641791046,1,63,1,36.5,0.0,37.0,0.984375,0
557,Evgeny Donskoy,Jurgen Melzer,557,1,0,65,39,35,17,57,48,43,27,0.4375,0.3269230769230769,0.3870967741935484,8,-9,-10,1.1403508771929824,2.857142857142857,56,100,0.5652985074626866,8.0,-10.0,57.115671641791046,1,65,1,35.0,0.0,35.0,1.1403508771929824,0
558,Peter Gojowczyk,Igor Sijsling,558,1,0,55,49,45,24,51,40,49,29,0.6458333333333334,0.46153846153846156,0.45161290322580644,4,9,-5,1.0784313725490196,2.2222222222222223,73,100,0.5652985074626866,4.0,-5.0,57.115671641791046,1,55,1,40.5,0.0,45.0,1.0784313725490196,1
559,Brian Baker,Lleyton Hewitt,559,1,1,46,38,54,29,49,32,51,28,0.8333333333333334,0.5576923076923077,0.4731182795698925,-3,6,1,0.9387755102040817,1.8518518518518519,67,100,0.5652985074626866,-3.0,1.0,57.115671641791046,1,46,1,52.0,1.0,54.0,0.9387755102040817,1
560,Juan Martin Del Potro,Guillermo Garcia-Lopez,560,1,0,48,57,52,45,62,62,38,31,0.7916666666666666,0.8653846153846154,0.3333333333333333,-14,-5,14,0.7741935483870968,1.9230769230769231,102,100,0.5652985074626866,-14.0,14.0,57.115671641791046,1,48,1,47.0,0.0,52.0,0.7741935483870968,0
561,Michael Llodra,Andy Murray,561,1,1,67,36,33,15,63,31,37,12,0.3958333333333333,0.28846153846153844,0.3225806451612903,4,5,3,1.0634920634920635,3.0303030303030303,51,100,0.5652985074626866,4.0,3.0,57.115671641791046,1,67,1,38.333333333333336,1.0,33.0,1.0634920634920635,1
562,Leonardo Mayer,Victor Hanescu,562,1,0,67,72,33,29,57,60,43,37,0.3958333333333333,0.5576923076923077,0.3870967741935484,10,12,-8,1.1754385964912282,3.0303030303030303,101,100,0.5652985074626866,10.0,-8.0,57.115671641791046,1,67,1,33.0,0.0,33.0,1.1754385964912282,1
563,Xavier Malisse,Andreas Seppi,563,1,1,59,62,41,24,46,41,54,36,0.5625,0.46153846153846156,0.5053763440860215,13,21,-12,1.2826086956521738,2.4390243902439024,86,100,0.5652985074626866,13.0,-12.0,57.115671641791046,1,59,1,40.4,1.0,41.0,1.2826086956521738,1
564,Somdev Devvarman,Lukas Lacko,564,1,0,50,48,50,29,56,60,44,31,0.75,0.5576923076923077,0.3978494623655914,-6,-12,-2,0.8928571428571429,2.0,77,100,0.5652985074626866,-6.0,-2.0,57.115671641791046,1,50,1,45.666666666666664,0.0,50.0,0.8928571428571429,0
565,Radek Stepanek,Stanislas Wawrinka,565,1,1,51,32,49,27,66,37,34,16,0.7291666666666666,0.5192307692307693,0.2903225806451613,-15,-5,11,0.7727272727272727,2.0408163265306123,59,100,0.5652985074626866,-15.0,11.0,57.115671641791046,1,51,1,41.166666666666664,1.0,49.0,0.7727272727272727,0
566,Ivo Karlovic,James Blake,566,1,0,64,82,36,36,63,90,37,29,0.4583333333333333,0.6923076923076923,0.3225806451612903,1,-8,7,1.0158730158730158,2.7777777777777777,118,100,0.5652985074626866,1.0,7.0,57.115671641791046,1,64,1,36.0,0.0,36.0,1.0158730158730158,0
567,Go Soeda,Marcos Baghdatis,567,1,1,60,34,40,20,54,30,46,15,0.5416666666666666,0.38461538461538464,0.41935483870967744,6,4,5,1.1111111111111112,2.5,54,100,0.5652985074626866,6.0,5.0,57.115671641791046,1,60,1,48.333333333333336,1.0,40.0,1.1111111111111112,1
568,Kevin Anderson,Daniel Brands,568,1,0,59,58,41,20,53,50,47,35,0.5625,0.38461538461538464,0.43010752688172044,6,8,-15,1.1132075471698113,2.4390243902439024,78,100,0.5652985074626866,6.0,-15.0,57.115671641791046,1,59,1,39.0,0.0,41.0,1.1132075471698113,1
569,Stephane Robert,Richard Gasquet,569,1,1,58,50,42,22,53,35,47,19,0.5833333333333334,0.4230769230769231,0.43010752688172044,5,15,3,1.0943396226415094,2.380952380952381,72,100,0.5652985074626866,5.0,3.0,57.115671641791046,1,58,1,38.833333333333336,1.0,42.0,1.0943396226415094,1
570,Dmitry Tursunov,Guillaume Rufin,570,1,0,43,14,57,12,58,24,42,13,0.8958333333333334,0.23076923076923078,0.3763440860215054,-15,-10,-1,0.7413793103448276,1.7543859649122806,26,100,0.5652985074626866,-15.0,-1.0,57.115671641791046,1,43,1,57.0,0.0,57.0,0.7413793103448276,0
571,Bradley Klahn,Feliciano Lopez,571,1,1,52,59,48,38,71,69,29,18,0.7083333333333334,0.7307692307692307,0.23655913978494625,-19,-10,20,0.7323943661971831,2.0833333333333335,97,100,0.5652985074626866,-19.0,20.0,57.115671641791046,1,52,1,43.666666666666664,1.0,48.0,0.7323943661971831,0
572,Milos Raonic,Pablo Andujar,572,1,0,64,32,36,17,63,44,37,12,0.4583333333333333,0.3269230769230769,0.3225806451612903,1,-12,5,1.0158730158730158,2.7777777777777777,49,100,0.5652985074626866,1.0,5.0,57.115671641791046,1,64,1,38.0,0.0,36.0,1.0158730158730158,0
573,Jack Sock,Maximo Gonzalez,573,1,0,68,51,32,17,62,54,38,25,0.375,0.3269230769230769,0.3333333333333333,6,-3,-8,1.096774193548387,3.125,68,100,0.5652985074626866,6.0,-8.0,57.115671641791046,1,68,1,32.0,0.0,32.0,1.096774193548387,0
574,Janko Tipsarevic,Dudi Sela,574,1,0,62,30,38,10,44,32,56,31,0.5,0.19230769230769232,0.5268817204301075,18,-2,-21,1.4090909090909092,2.6315789473684212,40,100,0.5652985074626866,18.0,-21.0,57.115671641791046,1,62,1,35.0,0.0,38.0,1.4090909090909092,0
575,Mikhail Kukushkin,Andreas Haider-Maurer,575,1,0,60,45,40,17,57,42,43,29,0.5416666666666666,0.3269230769230769,0.3870967741935484,3,3,-12,1.0526315789473684,2.5,62,100,0.5652985074626866,3.0,-12.0,57.115671641791046,1,60,1,37.5,0.0,40.0,1.0526315789473684,1
576,David Ferrer,Roberto Bautista Agut,576,1,0,62,42,38,20,59,48,41,29,0.5,0.38461538461538464,0.3655913978494624,3,-6,-9,1.0508474576271187,2.6315789473684212,62,100,0.5652985074626866,3.0,-9.0,57.115671641791046,1,62,1,24.5,0.0,38.0,1.0508474576271187,0
577,Carlos Berlocq,Roger Federer,577,1,1,52,27,48,22,84,36,16,2,0.7083333333333334,0.4230769230769231,0.0967741935483871,-32,-9,20,0.6190476190476191,2.0833333333333335,49,100,0.5652985074626866,-32.0,20.0,57.115671641791046,1,52,1,42.75,1.0,48.0,0.6190476190476191,0
578,Sam Querrey,Adrian Mannarino,578,1,1,55,68,45,41,58,77,42,34,0.6458333333333334,0.7884615384615384,0.3763440860215054,-3,-9,7,0.9482758620689655,2.2222222222222223,109,100,0.5652985074626866,-3.0,7.0,57.115671641791046,1,55,1,41.0,1.0,45.0,0.9482758620689655,0
579,Frank Dancevic,Tommy Robredo,579,1,1,64,39,36,12,65,34,35,10,0.4583333333333333,0.23076923076923078,0.3010752688172043,-1,5,2,0.9846153846153847,2.7777777777777777,51,100,0.5652985074626866,-1.0,2.0,57.115671641791046,1,64,1,42.6,1.0,36.0,0.9846153846153847,1
580,Daniel Evans,Bernard Tomic,580,1,0,62,47,38,23,56,43,44,27,0.5,0.4423076923076923,0.3978494623655914,6,4,-4,1.1071428571428572,2.6315789473684212,70,100,0.5652985074626866,6.0,-4.0,57.115671641791046,1,62,1,37.5,0.0,38.0,1.1071428571428572,1
581,Gael Monfils,John Isner,581,1,1,70,71,30,21,83,74,17,11,0.3333333333333333,0.40384615384615385,0.10752688172043011,-13,-3,10,0.8433734939759037,3.3333333333333335,92,100,0.5652985074626866,-13.0,10.0,57.115671641791046,1,70,1,27.666666666666668,1.0,30.0,0.8433734939759037,0
582,Philipp Kohlschreiber,Edouard Roger-Vasselin,582,1,0,61,48,39,25,58,44,42,26,0.5208333333333334,0.4807692307692308,0.3763440860215054,3,4,-1,1.0517241379310345,2.5641025641025643,73,100,0.5652985074626866,3.0,-1.0,57.115671641791046,1,61,1,39.0,0.0,39.0,1.0517241379310345,1
583,Nikolay Davydenko,Ivan Dodig,583,1,1,66,45,34,14,51,25,49,18,0.4166666666666667,0.2692307692307692,0.45161290322580644,15,20,-4,1.2941176470588236,2.9411764705882355,59,100,0.5652985074626866,15.0,-4.0,57.115671641791046,1,66,1,42.0,1.0,34.0,1.2941176470588236,1
584,Rafael Nadal,Rogerio Dutra Silva,584,1,0,58,21,42,12,69,30,31,11,0.5833333333333334,0.23076923076923078,0.25806451612903225,-11,-9,1,0.8405797101449275,2.380952380952381,33,100,0.5652985074626866,-11.0,1.0,57.115671641791046,1,58,1,42.0,0.0,42.0,0.8405797101449275,0
585,Benjamin Becker,Novak Djokovic,585,1,1,74,48,26,11,59,33,41,19,0.25,0.21153846153846154,0.3655913978494624,15,15,-8,1.2542372881355932,3.8461538461538463,59,100,0.5652985074626866,15.0,-8.0,57.115671641791046,1,74,1,31.142857142857142,1.0,26.0,1.2542372881355932,1
586,Joao Sousa,Jarkko Nieminen,586,1,0,64,65,36,25,63,66,37,23,0.4583333333333333,0.4807692307692308,0.3225806451612903,1,-1,2,1.0158730158730158,2.7777777777777777,90,100,0.5652985074626866,1.0,2.0,57.115671641791046,1,64,1,33.5,0.0,36.0,1.0158730158730158,0
587,Tim Smyczek,Alex Bogomolov Jr.,587,1,0,69,87,31,30,63,73,37,26,0.3541666666666667,0.5769230769230769,0.3225806451612903,6,14,4,1.0952380952380953,3.225806451612903,117,100,0.5652985074626866,6.0,4.0,57.115671641791046,1,69,1,31.0,0.0,31.0,1.0952380952380953,1
588,Rajeev Ram,Marcel Granollers,588,1,1,62,63,38,28,66,66,34,22,0.5,0.5384615384615384,0.2903225806451613,-4,-3,6,0.9393939393939394,2.6315789473684212,91,100,0.5652985074626866,-4.0,6.0,57.115671641791046,1,62,1,34.0,1.0,38.0,0.9393939393939394,0
589,Yen-Hsun Lu,Tommy Haas,589,1,1,60,51,40,20,68,44,32,13,0.5416666666666666,0.38461538461538464,0.26881720430107525,-8,7,7,0.8823529411764706,2.5,71,100,0.5652985074626866,-8.0,7.0,57.115671641791046,1,60,1,41.5,1.0,40.0,0.8823529411764706,1
590,Mikhail Youzhny,Alexandr Dolgopolov,590,1,0,53,35,47,19,52,33,48,23,0.6875,0.36538461538461536,0.44086021505376344,1,2,-4,1.0192307692307692,2.127659574468085,54,100,0.5652985074626866,1.0,-4.0,57.115671641791046,1,53,1,46.0,0.0,47.0,1.0192307692307692,1
591,Peter Gojowczyk,Evgeny Donskoy,591,1,1,55,63,45,34,55,67,45,30,0.6458333333333334,0.6538461538461539,0.40860215053763443,0,-4,4,1.0,2.2222222222222223,97,100,0.5652985074626866,0.0,4.0,57.115671641791046,1,55,1,43.5,1.0,45.0,1.0,0
592,Juan Martin Del Potro,Lleyton Hewitt,592,1,1,50,56,50,38,57,57,43,39,0.75,0.7307692307692307,0.3870967741935484,-7,-1,-1,0.8771929824561403,2.0,94,100,0.5652985074626866,-7.0,-1.0,57.115671641791046,1,50,1,52.0,1.0,50.0,0.8771929824561403,0
593,Leonardo Mayer,Andy Murray,593,1,1,57,41,43,35,63,40,37,16,0.6041666666666666,0.6730769230769231,0.3225806451612903,-6,1,19,0.9047619047619048,2.3255813953488373,76,100,0.5652985074626866,-6.0,19.0,57.115671641791046,1,57,1,38.333333333333336,1.0,43.0,0.9047619047619048,1
594,Florian Mayer,Donald Young,594,1,0,62,42,38,20,57,48,43,21,0.5,0.38461538461538464,0.3870967741935484,5,-6,-1,1.087719298245614,2.6315789473684212,62,100,0.5652985074626866,5.0,-1.0,57.115671641791046,1,62,1,32.0,0.0,38.0,1.087719298245614,0
595,Somdev Devvarman,Andreas Seppi,595,1,1,52,48,48,27,56,41,44,24,0.7083333333333334,0.5192307692307693,0.3978494623655914,-4,7,3,0.9285714285714286,2.0833333333333335,75,100,0.5652985074626866,-4.0,3.0,57.115671641791046,1,52,1,40.4,1.0,48.0,0.9285714285714286,1
596,Denis Istomin,Tobias Kamke,596,1,0,46,19,54,23,46,24,54,21,0.8333333333333334,0.4423076923076923,0.5053763440860215,0,-5,2,1.0,1.8518518518518519,42,100,0.5652985074626866,0.0,2.0,57.115671641791046,1,46,1,47.5,0.0,54.0,1.0,0
597,Ivo Karlovic,Stanislas Wawrinka,597,1,1,60,51,40,25,63,52,37,21,0.5416666666666666,0.4807692307692308,0.3225806451612903,-3,-1,4,0.9523809523809523,2.5,76,100,0.5652985074626866,-3.0,4.0,57.115671641791046,1,60,1,41.166666666666664,1.0,40.0,0.9523809523809523,0
598,Kevin Anderson,Marcos Baghdatis,598,1,1,43,24,57,24,64,27,36,11,0.8958333333333334,0.46153846153846156,0.3118279569892473,-21,-3,13,0.671875,1.7543859649122806,48,100,0.5652985074626866,-21.0,13.0,57.115671641791046,1,43,1,48.333333333333336,1.0,57.0,0.671875,0
599,Jeremy Chardy,Julien Benneteau,599,1,1,58,39,42,18,57,29,43,13,0.5833333333333334,0.34615384615384615,0.3870967741935484,1,10,5,1.0175438596491229,2.380952380952381,57,100,0.5652985074626866,1.0,5.0,57.115671641791046,1,58,1,39.25,1.0,42.0,1.0175438596491229,1
600,Tomas Berdych,Denis Kudla,600,1,0,60,49,40,26,57,49,43,28,0.5416666666666666,0.5,0.3870967741935484,3,0,-2,1.0526315789473684,2.5,75,100,0.5652985074626866,3.0,-2.0,57.115671641791046,1,60,1,40.0,0.0,40.0,1.0526315789473684,0
601,Dmitry Tursunov,Richard Gasquet,601,1,1,64,42,36,21,53,46,47,24,0.4583333333333333,0.40384615384615385,0.43010752688172044,11,-4,-3,1.2075471698113207,2.7777777777777777,63,100,0.5652985074626866,11.0,-3.0,57.115671641791046,1,64,1,38.833333333333336,1.0,36.0,1.2075471698113207,0
602,Milos Raonic,Feliciano Lopez,602,1,0,59,56,41,29,67,66,33,19,0.5625,0.5576923076923077,0.27956989247311825,-8,-10,10,0.8805970149253731,2.4390243902439024,85,100,0.5652985074626866,-8.0,10.0,57.115671641791046,1,59,1,43.666666666666664,0.0,41.0,0.8805970149253731,0
603,Janko Tipsarevic,Jack Sock,603,1,0,46,35,54,27,56,46,44,33,0.8333333333333334,0.5192307692307693,0.3978494623655914,-10,-11,-6,0.8214285714285714,1.8518518518518519,62,100,0.5652985074626866,-10.0,-6.0,57.115671641791046,1,46,1,49.0,0.0,54.0,0.8214285714285714,0
604,David Ferrer,Mikhail Kukushkin,604,1,0,51,50,49,27,60,47,40,20,0.7291666666666666,0.5192307692307693,0.3548387096774194,-9,3,7,0.85,2.0408163265306123,77,100,0.5652985074626866,-9.0,7.0,57.115671641791046,1,51,1,49.0,0.0,49.0,0.85,1
605,Adrian Mannarino,Roger Federer,605,1,1,57,36,43,15,65,27,35,9,0.6041666666666666,0.28846153846153844,0.3010752688172043,-8,9,6,0.8769230769230769,2.3255813953488373,51,100,0.5652985074626866,-8.0,6.0,57.115671641791046,1,57,1,42.75,1.0,43.0,0.8769230769230769,1
606,Daniel Evans,Tommy Robredo,606,1,1,60,58,40,25,62,65,38,23,0.5416666666666666,0.4807692307692308,0.3333333333333333,-2,-7,2,0.967741935483871,2.5,83,100,0.5652985074626866,-2.0,2.0,57.115671641791046,1,60,1,42.6,1.0,40.0,0.967741935483871,0
607,Philipp Kohlschreiber,John Isner,607,1,0,74,72,26,14,73,73,27,20,0.25,0.2692307692307692,0.21505376344086022,1,-1,-6,1.0136986301369864,3.8461538461538463,86,100,0.5652985074626866,1.0,-6.0,57.115671641791046,1,74,1,27.666666666666668,0.0,26.0,1.0136986301369864,0
608,Rafael Nadal,Ivan Dodig,608,1,0,52,28,48,18,65,41,35,20,0.7083333333333334,0.34615384615384615,0.3010752688172043,-13,-13,-2,0.8,2.0833333333333335,46,100,0.5652985074626866,-13.0,-2.0,57.115671641791046,1,52,1,42.0,0.0,48.0,0.8,0
609,Joao Sousa,Novak Djokovic,609,1,1,68,30,32,12,59,30,41,10,0.375,0.23076923076923078,0.3655913978494624,9,0,2,1.152542372881356,3.125,42,100,0.5652985074626866,9.0,2.0,57.115671641791046,1,68,1,31.142857142857142,1.0,32.0,1.152542372881356,0
610,Marcel Granollers,Tim Smyczek,610,1,0,61,63,39,26,59,66,41,28,0.5208333333333334,0.5,0.3655913978494624,2,-3,-2,1.0338983050847457,2.5641025641025643,89,100,0.5652985074626866,2.0,-2.0,57.115671641791046,1,61,1,36.5,0.0,39.0,1.0338983050847457,0
611,Mikhail Youzhny,Tommy Haas,611,1,0,50,37,50,22,57,43,43,21,0.75,0.4230769230769231,0.3870967741935484,-7,-6,1,0.8771929824561403,2.0,59,100,0.5652985074626866,-4.5,1.5,57.115671641791046,4,61,2,41.5,0.5,50.0,0.8771929824561403,0
612,Lleyton Hewitt,Evgeny Donskoy,612,1,0,58,55,42,17,52,49,48,37,0.5833333333333334,0.3269230769230769,0.44086021505376344,6,6,-20,1.1153846153846154,2.380952380952381,72,100,0.5652985074626866,6.0,-20.0,57.115671641791046,1,58,1,43.5,0.0,42.0,1.1153846153846154,1
613,Florian Mayer,Andy Murray,613,1,1,51,37,49,25,62,40,38,15,0.7291666666666666,0.4807692307692308,0.3333333333333333,-11,-3,10,0.8225806451612904,2.0408163265306123,62,100,0.5652985074626866,-11.0,10.0,57.115671641791046,1,51,1,38.333333333333336,1.0,49.0,0.8225806451612904,0
614,Denis Istomin,Andreas Seppi,614,1,0,61,55,39,23,65,65,35,23,0.5208333333333334,0.4423076923076923,0.3010752688172043,-4,-10,0,0.9384615384615385,2.5641025641025643,78,100,0.5652985074626866,-4.0,0.0,57.115671641791046,1,61,1,40.4,0.0,39.0,0.9384615384615385,0
615,Marcos Baghdatis,Stanislas Wawrinka,615,1,1,52,55,48,37,47,50,53,43,0.7083333333333334,0.7115384615384616,0.4946236559139785,5,5,-6,1.1063829787234043,2.0833333333333335,92,100,0.5652985074626866,5.0,-6.0,57.115671641791046,1,52,1,41.166666666666664,1.0,48.0,1.1063829787234043,1
616,Tomas Berdych,Julien Benneteau,616,1,0,52,25,48,12,58,39,42,14,0.7083333333333334,0.23076923076923078,0.3763440860215054,-6,-14,-2,0.896551724137931,2.0833333333333335,37,100,0.5652985074626866,-6.0,-2.0,57.115671641791046,1,52,1,39.25,0.0,48.0,0.896551724137931,0
617,Milos Raonic,Richard Gasquet,617,1,1,59,81,41,45,56,83,44,46,0.5625,0.8653846153846154,0.3978494623655914,3,-2,-1,1.0535714285714286,2.4390243902439024,126,100,0.5652985074626866,3.0,-1.0,57.115671641791046,1,59,1,38.833333333333336,1.0,41.0,1.0535714285714286,0
618,David Ferrer,Janko Tipsarevic,618,1,0,59,68,41,34,65,68,35,23,0.5625,0.6538461538461539,0.3010752688172043,-6,0,11,0.9076923076923077,2.4390243902439024,102,100,0.5652985074626866,-6.0,11.0,57.115671641791046,1,59,1,41.0,0.0,41.0,0.9076923076923077,0
619,Tommy Robredo,Roger Federer,619,1,0,60,38,40,16,70,61,30,17,0.5416666666666666,0.3076923076923077,0.24731182795698925,-10,-23,-1,0.8571428571428571,2.5,54,100,0.5652985074626866,-10.0,-1.0,57.115671641791046,1,60,1,42.75,0.0,40.0,0.8571428571428571,0
620,Rafael Nadal,Philipp Kohlschreiber,620,1,0,63,58,37,26,66,54,34,26,0.4791666666666667,0.5,0.2903225806451613,-3,4,0,0.9545454545454546,2.7027027027027026,84,100,0.5652985074626866,-3.0,0.0,57.115671641791046,1,63,1,37.0,0.0,37.0,0.9545454545454546,1
621,Lleyton Hewitt,Mikhail Youzhny,621,1,1,59,55,41,29,52,48,48,37,0.5625,0.5576923076923077,0.44086021505376344,7,7,-8,1.1346153846153846,2.4390243902439024,84,100,0.5652985074626866,7.0,-8.0,57.115671641791046,1,59,1,35.666666666666664,1.0,41.0,1.1346153846153846,1
622,Denis Istomin,Andy Murray,622,1,1,63,58,37,23,69,55,31,20,0.4791666666666667,0.4423076923076923,0.25806451612903225,-6,3,3,0.9130434782608695,2.7027027027027026,81,100,0.5652985074626866,-6.0,3.0,57.115671641791046,1,63,1,38.333333333333336,1.0,37.0,0.9130434782608695,1
623,Tomas Berdych,Stanislas Wawrinka,623,1,1,58,55,42,27,58,51,42,19,0.5833333333333334,0.5192307692307693,0.3763440860215054,0,4,8,1.0,2.380952380952381,82,100,0.5652985074626866,0.0,8.0,57.115671641791046,1,58,1,41.166666666666664,1.0,42.0,1.0,1
624,David Ferrer,Richard Gasquet,624,1,1,59,57,41,31,63,53,37,29,0.5625,0.5961538461538461,0.3225806451612903,-4,4,2,0.9365079365079365,2.4390243902439024,88,100,0.5652985074626866,-4.0,2.0,57.115671641791046,1,59,1,38.833333333333336,1.0,41.0,0.9365079365079365,1
625,Rafael Nadal,Tommy Robredo,625,1,0,52,20,48,9,61,31,39,14,0.7083333333333334,0.17307692307692307,0.34408602150537637,-9,-11,-5,0.8524590163934426,2.0833333333333335,29,100,0.5652985074626866,-9.0,-5.0,57.115671641791046,1,52,1,42.6,0.0,48.0,0.8524590163934426,0
